name,line
Neku,That's... That's the penalty?
Megumi,No. Your penalty is disqualification from all Games beyond the next.
Neku,This is my last shot?
Megumi,"Now, I must collect your entry fee."
Neku,I... I already paid!
Megumi,"For your last entry, yes. But one entry fee is required for each "
Neku,Dammit... What else can you possibly take from me?
Megumi,It's already been taken.
Neku,...What?
Beat,"That sucks, man. How can Shades be such a sneaky bastard? Takin' all "
Neku,Doesn't matter. I was forced into this either way. Shiki's still 
one,win. Joshua bought me this chance. I'm 
Beat,"Aight, then. Come on."
Neku,What?
Beat,"You comin' with me, Phones."
Neku,Why?
Beat,'Cause I got someplace to go.
Neku,"Um, I said I have to clear these missio--"
Beat,"To the station underpass, yo! Book it!"
Neku,"H-hey, wait! Listen to what I'm telling you!!!"
Beat,"Le's head for the underpass, Phones! Dontchu slow me down, "
Neku,Hey... Hold up!
Beat,Yo yo yo! I said the station underpass!
Neku,......
Beat,!!
Neku,"A wall. No red Reaper in sight, either. We can't go this way today."
Beat,"Stupid @#!%(#^)^@^ WALL! I ain't got time for this! Get in my way, and"
Neku,He... he tore it down!? That's insane!
Beat,"I pave my own roads, yo. Now le's haul it!"
Neku,(The guy's a freakin' rhino. Doesn't he ever pace himself?)
Beat,"Aight! It's right through here. Move it, yo!"
Neku,WHAT'S right through here?
Neku,Hey!!! Listen when people are talking to you...
Neku,(This is the Shibuya River. Where Joshua wanted to go...)
Beat,......
Neku,! Hey! Another wa--
Beat,Stupid @#!%(#^)^@^ WALL!
Beat,Yeowwwch!
Neku,"Hey, take it easy!"
Beat,"Yo, what the hell! I got the keypin right here! Why can't I break it?"
Neku,Keypin?
Beat,"Yeah, the Reapers got 'em to open each area."
Neku,They have keys?
Beat,How you think I opened that last wall?
Neku,"""Open""? I think you mean ""smash."""
Beat,"Openin' them takes too long! We got through, aight? Who cares how!"
Neku,Certainly not you.
Beat,"'Sides, breakin' the walls feels better."
Neku,"This is nuts, dude. Keep it up, and you won't last out the mission!"
Beat,"It don't matter, man. Arrrgh, what the hell! LET ME IN!"
Neku,...... Maybe you've got the wrong key.
Beat,...... ...... ...... Dammit. I need another key?
Neku,"Look, let's give this up for now. 104's back the other way. We gotta"
Beat,"Tsk, fine. Whatever!"
Neku,Hey... Wait up!!!
Beat,Time's runnin' out! Haul it to 104!
Konishi,"Conductor, sir. I've received word of another rebellion."
Megumi,......
Konishi,"A new Reaper under special orders from you, sir. Name: Daisukenojo"
Megumi,"...Ah, yes. The boy."
Konishi,"With your permission, sir, I'd like to handle him personally-- as "
Megumi,"No, Konishi. You will remain on standby."
Konishi,"To what end, sir?"
Megumi,I need to discuss this with the Composer.
Konishi,"Mr. Kitaniji, far be it from me to question you, but...the boy's "
Megumi,"Ha ha! Konishi, talking back? Has hell frozen over? We mete out"
Konishi,"I... understand, sir. I'll stay my hand until the Composer has "
Konishi,That little goon! Even a chimp knows better than to pick the losing
Reaper,...... Want past this wall? Then take down these Noise!
Neku,"Damn, another wall..."
Beat,"Heh! Them Noise is getting' a beatdown! Ready, Phones? Hope you can "
Neku,"Well, first you gotta tell me how you fight."
Beat,That's easy. I just... ...... You know. It's like...um... Poker! Yeah! 
Neku,"OK, makes sense. Sort of."
Beat,"You'll get it once we start fightin', yo! Le's do it!"
Neku,Right now!?
Beat,"Aight, le's mow 'em down!"
Beat,"Ha! How ya like dat? Two cards on the ground, pick one up in the air, "
Neku,That's... confusing.
Beat,"Well... un-fuse it! I can't figure it out, so you gotta!"
Neku,What? But it's your technique!
Beat,I only know what I know 'cause... 'cause Rhyme explained it.
Neku,Rhyme...
Beat,...... Wanna pound stuff again?
Beat,"Heh heh! Aight, le's do it!"
Beat,Aight. Now you know how it's done.
Reaper,Objective met. Wall clear!
Beat,"Booya, we made it!"
Neku,Timer's gone. All clear.
Beat,"One day down, six more to go!"
Neku,First I have to ask you something.
Beat,"Like what, yo? Le's just play the Game."
Neku,"""Trust your partner."" That's the key to survival here. So I gotta know:"
Beat,Yeah. So?
Neku,Is that the only reason? I can't afford any surprises in this Game. Why
Beat,"What's a ""jeppardy""?"
Neku,Huh?
Beat,"Look, man. I dunno your big words. But I do got another reason."
Neku,OK. What?
Beat,I wanna set Shibuya up widda new Composer. Me!
Megumi,"I'm back, Konishi."
Konishi,Mr. Kitaniji. Have you made a decision?
Megumi,Yes. Strip the little rebel of his Reaperhood. Treat him as a Player
Konishi,"Yes, sir."
Megumi,"I needn't remind you, Konishi, of your obligation to erase both the"
Konishi,"I'll get the job done, sir."
Megumi,"Good. But to be safe, I'm requiring all Reapers to wear their O-Pins."
Konishi,"Outlet Pins? Sir, I know O-Pins enhance Reaper battle performance, "
Megumi,"Nonetheless, the Composer wills it. I, for one, am grateful. Haven't "
Konishi,"Yes, sir."
Megumi,I'm also putting the UG on Emergency Call.
Konishi,! Emergency Call!?
Megumi,Make the arrangements.
Konishi,...Right away. Something's wrong. Why such alarm over one artless
left,"Sensible, Senseless. Chapter Closed]"
Neku,Ready for Day 2?
Neku,Mission's here.
Beat,Hey! Ain't you down wid the plan?
Neku,Yeah. Like we talked about yesterday. Ignore the missions and make for
Beat,"Once I'm Composer, this Game business is done! An' then... ...... Man,"
Konishi,Go where? You haven't even read the mission.
Neku,!
Beat,Who'zat?
Konishi,"Greetings. I am this week's Game Master, Mitsuki Konishi."
Beat,"Tsk... This is the Iron Maiden? Move, yo! I ain't got time for you!"
Konishi,So primitive. You think I can't see what you're up to? You were 
Beat,"So what, yo!? I'm a Reaper. I don't gotta do some stupid mission!"
Konishi,"...As I thought. Well, I regret to inform you you were officially"
Beat,"Pfft. Whatever. You can't fire me, 'cause I quit, yo!"
Konishi,"Oh, don't act like a child."
Beat,You think I'm actin'!?
Konishi,"...No, I can see it comes quite naturally to you."
Beat,Heh heh. Damn right!
Neku,"...... Uh, dude... She's making fun of you."
Beat,WHAT!?
Konishi,"Sigh... Since I can't reverse evolution and speak your language, "
Beat,"Yeah, so? Big deal, yo."
Konishi,"You've earned 0 points. Not a very hard worker, I see."
Beat,You was gonna make me sic Noise on the Players! That ain't what I 
Neku,......
Konishi,Then I can't fathom why you did. One person's success is built on
Beat,Shut up! What do YOU know?
Konishi,"As you wish. 0 points. That leaves you with about five days to live,"
Beat,What!?
Neku,Five days?
Beat,Then I ain't gonna last the Game...
Konishi,The Reapers' wings are not license to do whatever you please. Ponder
Beat,!! What!? NO!
Konishi,"I wonder what you hold dearest. Could it be... this Noise? It is,"
Beat,"Give her back, you Iron Witch!"
Konishi,Hmph. I have a better idea. Since this seems to be distracting 
Beat,"NO! Don't you do it, yo!"
Konishi,There. Much more manageable. Now you can focus on my mission.
Beat,Why you... Gimme that pin!!!
Konishi,"First, your mission. How about... ""Defeat me. You have 6 days."""
Neku,DAYS?
Konishi,Or until you perish. Whichever comes first.
Beat,"Yo, I don't need no six days-- I'm gonna finish this right here an' "
Konishi,A predictably hasty response. ...Let me finish. Keep jumping the gun
Beat,Dammit! That ain't fair...
Konishi,"At this point, I am going to move to a certain place. I will stay in"
Neku,So it's like hide-and-seek.
Beat,"We just gotta find you? Tha's easy, yo."
Konishi,"Correct. We call this Reaper Sport 2: ""Hide-and-Seek."" I picked"
Beat,Whatchu jus' say!?
Konishi,"Best of luck to you. Oh, and here. You'll need this."
Beat,A Player Pin...
Konishi,I'm looking forward to watching you squirm and choke-- powerless to 
Beat,"Yo, get back here, dammit! Nngh!"
Neku,The timer.
Beat,Dammit! She got away.
Neku,That's the way to 104.
Beat,"Yo, forget the Shibuya River. We gotta go after her, man. I need that"
Neku,"Wait, why? That Noise that was with you. What wa--"
Beat,"That ain't no Noise, Phones!"
Neku,Huh?
Beat,Le's bounce!
Beat,"Yo, she ran that way, Phones."
Neku,Toward 104.
Beat,"Don't let her get away, yo!"
Beat,"Damn, a wall... I'm gonna smash it, yo!"
Neku,"Whoa, whoa!"
Beat,"What, man?"
Neku,Ever think about conserving your energy? We don't need to 
Beat,"Hey, that could be a trap, yo. You can't prove Ironface isn't"
Neku,Are you can't prove she is! Let's just start with the 
Beat,But we ain't got time for guessin'...
Neku,"Look, I get how you feel. But you're not a Reaper anymore. "
Beat,"Aight, MOM! Damn..."
Kariya,Sooo... this is an O-Pin.
Uzuki,Reminds me of the design sweeping the town. You know... I think it's 
Kariya,Something about this stinks.
Uzuki,"Better hold your nose, then. We have to wear 'em. GM's orders."
Kariya,You mean her Iron Mugliness? She's really gone and done it this time.
Uzuki,"Oh, c'mon, live a little! Secret weapons? Unchained power? Sign me up!"
Kariya,Uh-huh. Ever wonder why they keep the chains ON?
Uzuki,I guess... it must take a toll.
Kariya,Something must be spooking the higher-ups if they're breakin' these
Uzuki,It does seem like overkill for one little freshmeat traitor.
Kariya,Maybe. Maybe not.
Uzuki,Huh? Please.
Kariya,"Anyway, I see you've finally cheered up."
Uzuki,"Well, yeah? Work is finally getting back to normal. Rewarding! Hee "
Kariya,'Atta girl! Now how 'bout a day for bowl of--
Konishi,"Working diligently, I see."
Uzuki,"! Oh! Y-yes, ma'am!"
Kariya,Tsk...
Beat,"Come on out, Ironface! Where you at!?"
Neku,"Not here, that's for sure."
Beat,"Dammit, she gonna pay!"
Neku,Maybe she's somewhere up ahead. Let's keep looking.
Neku,Another wall... End of the road.
Beat,"Naw, not this time, yo."
Neku,"Whoa, don't do anything crazy!"
Beat,"Yo, quit bustin' my berries, man. I'm talkin' 'bout THIS. This wall "
Neku,"The one you used to ""open"" the wall yesterday?"
Beat,Heh heh. She forgot to take it back. There. Open. Le's move!
Beat,Dammit... Where'd that Reaper tramp go?
Reaper,"Got you now, traitor."
Beat,Who the hell are you?
Reaper,A Reaper.
Beat,"Yeah, like we couldn't tell. Well, guess what. I'm a Player now. You"
Reaper,"What, didn't you get the memo? The UG's on Emergency Call."
Beat,Pfft. What's the emergency?
Reaper,"When the UG's continued existence is threatened, neutralization"
Beat,"Sorry, man, but I don't speak geek."
Reaper,It means the ban on attacking Players has been lifted. You're
Beat,"Heh, good for you, yo. Take your best shot. But I'm tougher than you"
Reaper,Not when I've got an O-Pin!
Beat,"""Oh pin""? Whassat?"
Reaper,It makes me a dozen times more powerful than usual! Prepare to 
Beat,Bwaaah! Oh no you didn't! Now you askin' for it!
Reaper,H-how!? The pin didn't work?
Beat,"Heh. You all talk, man. It don't work 'cause you WEAK."
Reaper,"I underestimated you, Daisukeno--"
Beat,Bwaaah! Dontchu say it!
Neku,Die-sue-what?
Beat,"Forget it, yo. We got us a bigger problem."
Neku,The Emergency Call... We're gonna have to fight off the Reapers now.
Beat,"Rrgh, dammit! Why they gotta get up in our grills when we busiest? "
Neku,"...... Uh, because you betrayed them?"
Beat,...... ...... ...... Bwaaah! You sayin' it's my fault? Well... we still
Neku,Works for me.
Beat,"Aight, le's go find the Iron Maiden."
Neku,"(Hmm... That's weird, though. The GM could've just erased us. Why "
Beat,"Yo, le's move!"
Neku,All right!
Konishi,"can I count on you, Mr. Kariya? Yashiro?"
Uzuki,"Of course, ma'am! Special orders straight from the GM! We're honored."
Kariya,......
Konishi,"You're officer material, Yashiro. Where points are concerned, you"
Uzuki,"Yes, ma'am! Thank you for the advice."
Konishi,"Show me some results, and I can guarantee a promotion. I'll speak to"
Uzuki,"I won't let you down, ma'am!"
Konishi,"As for you, Mr. Kariya, you should already be--"
Kariya,Picked a hiding place yet? Must be fun to run.
Konishi,"""Run""? Oh, Mr. Kariya, you need to fix that erroneous assumption. I"
Reaper,"Hold it, renegade."
Neku,Dammit... Reaper!
Beat,Punk! Sow me whatchu got!
Beat,"Man, where they all comin' from? Tsk... Let's go."
Neku,Hey! You see that?
Beat,"Wait up, Ironface!"
Beat,"Durff! Stupid wall! Keypin, keypin. Got it, yo!"
Beat,C'mon!
Beat,"You ain't gettin' away, Ironface!"
Neku,She ran toward A-East.
Beat,"Aight, yo. Le's move it!"
Beat,"Quit runnin', you coward!"
Neku,That's A-East...
Beat,"She's hidin' in the building, yo. This is our chance, Phones! Le's take"
Beat,"Heh heh! We got her now, man. Ironface gotta be somewhere in"
777,Hey! You two! Perfect timing.
Neku,Huh? Oh. It's you.
Beat,"Whatchu want, man? We're in a hurry!"
Neku,"Yeah, we don't have time for you right now."
777,"Aw, that's too bad... for you."
Beat,"Yo, Whatchu say?"
777,...I am sooo on fire today! The bounty just fell right into my lap!
Neku,Wait... You wouldn't!
Beat,"Hmph. You know we gonna crush you, Porcupine."
777,"Uhh... Don't count on it, bro. I've been on a lucky streak today. Tix to"
Beat,"Yeah? Good for you, man. Go play wid your mic or somethin' and step off"
777,"Sorry. Denied! Whatever you did to get a price put on your head, I "
Beat,Like I'm the bad guy!
777,"You are to me. Now, Daisukenojo Bito, prepare to be face-melted!"
Beat,Bwaaah!
Neku,Die...bee... What? Is that some kind of hex?
Beat,"Yo, don't you dare use that name!"
Neku,Name!? You don't mean...
Beat,...... ...Yeah.
Neku,Are you serious?
Beat,"I know it's lame, man. Jus' call me Beat!"
777,"Let's rock, Daisukenojo!"
Beat,"Bwaaah! You'll pay for that, yo!"
777,Damn... You guys are tough.
Beat,Tha's right. Now call me Beat!
Neku,(Is that all that matters to him?)
Beat,"That cost us time, yo. Le's keep movin'."
777,"Hey, hold up. Finish what you started... End me."
Beat,"End you? Yo, I didn't even wanna start you. And I ain't got nothin'"
Neku,Go rock out. You gonna let down your fans?
777,"...... Heh heh... Man, today IS my lucky day. Thanks, Phones. You, too,"
Beat,"Bwaaah! Yo, you askin' for mo' pain!"
Neku,Hey! Calm down...
777,Dai-- I mean Beat. Here. Take this.
Beat,"Whatchu givin' me, man?"
777,My keypin.
Neku,Is that allowed?
777,Doesn't matter. I don't like owin' people.
Beat,"Aight, then. Thanks, man. ...C'mon, Phones!"
Neku,"Yeah, she couldn't've left the building."
777,Who?
Beat,The Iron Maiden!
777,You mean Konishi?
Neku,We saw the Game Master go in.
777,"What? Naw, you're mistaken. No one's inside the space. I would've seen "
Neku,"You didn't see her? (But she went right past him... Still, he doesn't"
777,"Hey, anybody in here? I said, HEEEY!!! See? Nobody-- Gwaargh!"
Neku,! What happened?
Beat,"Quick, Phones!"
Neku,It's pitch black...
Beat,Hey! Porcupine! You aight?
Neku,...... Let's have a look around.
Beat,Yo! Porcupine! You aight? What she do to you!?
Neku,......
Beat,Man... What the hell's goin' on?
Neku,What's this?
Beat,Looks like a dog collar.
Neku,It's the choker 777 had on.
Beat,Huh? Then what's it doin' here?
Neku,...She erased him.
Beat,"What!? That lowdown, dirty... How could she do somethin' like that!?"
Neku,"Hey, heads up! There's something in here!"
Beat,Tsk... Noise?
Neku,"We'll find her. But first, let's get rid of this!"
Konishi,Hee hee hee...
Konishi,Hee hee hee...
Beat,"Show yourself, Ironface!"
Neku,She's in here somewhere. Keep looking!
left,Style. Chapter Closed]
Neku,...Huh? !? The scramble!?
Beat,"But we was just at A-East, yo! She dumped us back at the starting "
Neku,Wait!
Beat,What for!? We know where she's at!
Neku,We know where she WAS. But we couldn't find her.
Beat,"Yeah, we did look pretty hard, but--"
Neku,We don't really have any proof she was really there.
Beat,You heard her laughin' at us!
Neku,It's possible that was all just a setup. Let's check some other places
Beat,"Aight. Fine. But it's Day 3, yo. I don't got much more time. This "
Uzuki,"Well, there is!"
Beat,"!? Yo, who'zat?"
Uzuki,"Like, take it down a notch, Freshmeat. Or should I call you "
Beat,"Whatchu want, Pinky?"
Uzuki,"Hey, leave my hair out of this."
Neku,(......)
Beat,"You here to take us out? If you gonna bring it, then bring it! We're in "
Neku,?
Uzuki,Oh yeah? You don't want THIS?
Beat,!? That pin!
Uzuki,The GM passed it on to me. She made me substitute GM for the day!
Beat,"Yo, gimme that back!"
Uzuki,Hooold on. This is your entry fee. You can't have it back unless you 
Beat,Bwaaah! Tha's right... Dammit!
Uzuki,"But how about we have a little bonus round? If you finish my mission,"
Beat,"Yo, fo' real?"
Uzuki,"Like, totally. I'm subbing for the GM. It's my call."
Neku,And of course you'd never try to trick us.
Uzuki,"What? Oh, come on. You think this is all a ruse? Fine, I'll just "
Beat,Wh-whoa! Don't!
Uzuki,"Ahh, now you believe me. So! Here's your mission."
Beat,......
Uzuki,We are going to play Reaper Sport 4:
Beat,ACHOO! ACHOO!
Neku,(Huh? What'd she say?)
Uzuki,"You have 60 minutes. Fail, and-- Well, I'm not an official proxy, so I"
Beat,Then why you think we gonna listen to you?
Uzuki,I can't erase you... but I CAN erase this pin.
Beat,What! You sneaky--
Uzuki,"Oh, get over it. Now... Ready, set... GO!"
Beat,"Dammit! Get back here, Pinky!"
Neku,"Hey, this could be our lucky break. It beats hunting after the real GM."
Beat,"Yeah... I guess. We don't need Ironface if we get the pin back. Yo, "
Beat,"Time's a wastin', man. Le's finish this mission!"
Neku,You said it.
Neku,"Hey, so, um... what's the goal for today's mission?"
Beat,"Huh? Yo, weren't you listenin'?"
Neku,...... No. I couldn't hear 'cause you sneeze like a freakin' elephant.
Beat,Man... Get wid it. Today's mission is-- ......
Neku,...... You don't know.
Beat,"I-I got it, Phones! Just gimme a sec. Reaper Spurt 4, right?"
Neku,Sport.
Beat,"Right, Sport. Umm... Well RS 1 is ""Russian Roulette."" RS 2 is ""Hide-"
Guy,Sigh... What should I do? Maybe it's time to break out Reaper
Beat,"Oh yeah! ""Reaper Creeper""! That's what RS 4 is!"
Neku,...... You just pulled that out of thin air.
Beat,"Did not! Hey, I used to be a Reaper, yo! We cool."
Neku,"OK, so... how does RS 4: Reaper Creeper work?"
Beat,"Well, you gotta act like the Reaper... and creep into people's heads "
Neku,...Are you sure?
Beat,"Hey, I used to be a Reaper, yo! We cool."
Neku,.......
Beat,"Aight, Phones. Le's find us some peeps to Creep."
Neku,How 'bout the guy who just walked by?
Beat,"This is perfect, man. Le's have that guy do the Reaper "
Beat,Phones! Where you goin'? We gotta Creep that guy over there.
Neku,...... Is that really the mission?
Guy,"Hmm... Ever since discovering Reaper Creeper, I've let it make"
Beat,What? He ain't gonna do it?
Neku,"Weird, for him."
Guy,Should I keep relying on this? ...... Of course! I'll just ask
Beat,"Yeah, pops! 'Atta boy..."
Neku,......
Guy,Reaper... Creeperrraaargh! What am I doing? I have to quit cold
Beat,"Aw, quit jerkin' us around, pops! Hurry up and Creep!"
Neku,...Are you SURE this is what we have to do?
Beat,"Y-yeah! Reaper Spurt 4: ""Reaper Creeper"". I used to be a Reaper, yo!"
Neku,......
Beat,"Trust me, Phones. Now let's get that guy to-- Huh? Where'd he go?"
Guy,Sigh...
Beat,"Oh, crap! We gonna lose him! Book it, Phones!"
Neku,(Must...trust...partner...)
Beat,"Where'd that guy go, man? We need him to play Reaper Creeper."
Neku,"...... Well, for now, let's check the other areas."
Reaper,"Got you now, traitor."
Beat,"Damn, again!?"
Reaper,Your time is up.
Beat,"Yo, they do't take a hint. How many asses we gotta kick, man?"
Neku,Quit moaning about it. C'mon.
Beat,Hey! There he is!
Guy,Sigh...
Uzuki,Tee hee!
Beat,Huh? You see Pinky jus' go by?
Neku,Yeah. She was giggling. What's up with that?
Beat,"Yo, Phones! We gotta chase after that guy!"
Neku,"Right, but... (the Reaper. What the heck is she doing?)"
Beat,"Yo, Phones! The Reaper Creeper guy went down... uhmmm... Mo'"
Neku,"""Mo' People Street""? Is that Beat-speak for Center Street?"
Beat,"Dammit, where'd he go now?"
Uzuki,Tee hee!
Neku,Hey. There goes the Reaper again.
Beat,"What, Pinky?"
Neku,Yeah. She just took off. You didn't see her?
Beat,"Yo, are we lookin' for the guy or not?"
Neku,...... I dunno. I think she's acting weird. Like she's teasing us.
Beat,"Whatever, man."
Neku,You sure today's mission is--
Beat,ACHOO! ACHOO!
Neku,......
Beat,"Ahhh. Got the sniffles. Aight, le's go, Phones! We gotta track down "
Neku,......
Guy,Sigh...
Beat,"Yo, Phones! There he is!"
Makoto,Sigh...
Neku,Huh? What's he doing here?
Makoto,Sigh...
Guy,! M...Makoto!
Makoto,Oh! Boss...
Beat,"Yo, man. This could be our chance."
Neku,Yeah. Let's see what he's up to.
Beat,Phones! The guy was over by Tipsy Tose Hall. Le's get him to 
Beat,Huh? Watchu all want?
Slam,You're just in time. We were about to play 
Prof,"If you win, we'll give you a rare pin."
Beat,"Yo, whatchu wanna do? You playin'?"
VWoS,Really? That's too bad.
VWoS,Here for Tin Pin?
VWoS,All right! Let's play. But careful: we're good.
VWoS,Ha ha ha! You've got a ways to go.
Prof,Come back when you're ready.
Neku,Hmph...
VWoS,"Hey, not bad!"
Prof,That was fun. Let's play again sometime!
Makoto,"Boss, how have you been?"
Guy,"Fit as a fiddle, thanks."
Makoto,Sorry you had to see me like this.
Guy,Is that new business not panning out?
Makoto,I just don't have the knack for it. I made this big show about 
Guy,......
Makoto,"Boss, tell me. What am I supposed to do now?"
Guy,"Oh, Makoto..."
Makoto,"Heh, I'm sorry. That's not a very fair question after what I did to"
Guy,"! Now just hold on, Makoto. (Reaper Creeper always yields the"
Beat,"Damn right, pops! He's gonna do it, Phones! Now's our turn to Creep, "
Neku,Hmm... (I dunno... This seems too important to leave up to some game.)
Beat,"Do it, Phones!"
Neku,No. Not this time.
Beat,"Huh? Watchu talkin' about, Phones?"
Neku,He needs to find the words himself.
Beat,But Phones...
Guy,"Gaaah! It's not moving! Please! Creep to me, Reaper!"
Makoto,"Hey, Boss, look... I gotta take off."
Guy,"W-wait, Makoto!"
Makoto,Huh?
Guy,Do you... remember when you first started with me? On your 
Makoto,Heh... We all start somewhere.
Guy,"Makoto! Back then, you had your head stuck so far up in the"
Makoto,Heh... Sounds a lot like me now.
Guy,Not quite. The you I knew first? He didn't need fancy clothes 
Makoto,Boss... 
Guy,I think you need to search back and ask THAT person where you
Makoto,Wow... ...... All this time I've been rushing into things. Maybe I 
Guy,"No, I should be thinking you."
Makoto,Huh? For what? 
Guy,"Nothing, nothing."
Makoto,"Hey, Boss. I gotta get going."
Guy,All right. SHow the world what you've got!
Guy,Heh heh. Who needs some piece of paper? My own answers beat the
Beat,"Damn straight, pops. ...Hey, wait a minute. BWAAAH! Phones, you've "
Neku,"...... About this ""Reaper Creeper"" business... I gotta ask you."
Beat,"What, yo?"
Neku,Is that REALLY today's mission?
Beat,"Yo, I told you--"
Neku,I don't think you remember.
Beat,"I do! Like I said, I Reaper Spurt 4--"
Neku,It's SPORT.
Beat,"Hrrrm... ...... Sorry, Phones. It's been two days since I was a Reaper. "
Neku,"(Um...Two days isn't that long. ) Look, next time just be up-front "
Beat,Man... Why I gotta be like this? I never change.
Neku,......
Beat,"You know Rhyme? She used to say the same stuff-- like a hundred times,"
Rhyme,Beat... I don't trust that pink-haired lady. Why she said doesn't add
Beat,We ain't got time for salt!
Rhyme,"We don't have time for mistakes, either. Slow and steady wins the "
Rhyme,"I'm telling you, Beat. We need to find the golden bat."
Beat,We ain't got time for bats!
Rhyme,"We don't have time for mistakes, either. Haste makes waste!"
Beat,She always had some saying. And she knew to think ahead! But me... I
Neku,......
Beat,"I know I gotta think things through. I really do, man. But I freak out"
Neku,"Brother? Wait, Rhyme's your sister?"
Beat,"What, didn't I mention? Yeah. We from the same family."
Neku,Whoa! (I had no idea.)
Beat,"We came to the UG together, partnered up... and then I... I..."
Neku,"Hey, you didn't do anything!"
Beat,"It's like I killed her, man. You don't know the half of it."
Neku,Beat...
Beat,Why I gotta be so stupid? I thought I could bring Rhyme back by 
Neku,......
Beat,"When Rhyme got erased, Hanekoma gathered up her soul and stored it in a"
Neku,So that's why you took off. But wait! That means--
Beat,"That Noise on my shoulder was Rhyme. Her Noise, which I called outta "
Neku,Whoa...
Beat,"I was lookin' for a way to turn her back to normal, but I didn't find"
Neku,Is that how it works?
Beat,"Yup. And once I'm in charge of Shibuya, I can fix Rhyme. I owe her a"
Neku,......
Beat,"Listen up, Phones, 'cause I'm only gonna say this once."
Neku,What?
Beat,Help me... You gotta help me save her. I ain't that smart. I just crash
Neku,...... Screw you.
Beat,What!?
Neku,Don't be an ass. She's my friend. And you act like I'd mind saving her.
Beat,"Don't sweat it, man! I'll bring you all back to life, soon as I'm in"
Neku,All right.
Beat,"Yo, uh... thanks, Phones."
Neku,"Hey, not necessary. Like Mr. H said: ""Trust your partner."""
Beat,Heh heh! True dat.
Neku,So what's today's REAL mission?
Beat,...... Well...first le's track Pinky down.
Neku,So that Noise was Rhyme...
Beat,Tha's right. So we gotta find that Reaper
Neku,"an' get her back, yo."
Uzuki,"Ugh, what's with you losers!?"
Neku,"!? Hey, is that--"
Uzuki,"Don't you want to win at ALL!? I oughta crush this pin! I swear, if "
Beat,"Huh? Tag? Wait, so Reaper Sport 4--"
Uzuki,"It's ""Tag,"" you dolt! Didn't they teach you anything at all? That's "
Neku,Tag.
Uzuki,Huh?
Neku,You're it.
Uzuki,What!?
Beat,Bwa ha ha! You see how stupid she is? She just walked right up to us
Uzuki,That...that last tag doesn't count! And did you just call me stupid?
Beat,"Yo, you are! I ain't never seen no one suck so bad at tag."
Uzuki,Shut up shut up shut up! You have no right to call anyone stupid!
Beat,"We cleared your mission, Pinky. Now hand over the pin!"
Uzuki,"I...I've got another mission for you! ""Defeat the pissed off Reaper!"""
Neku,"Hey, play fair!"
Uzuki,"I have to win this Game. I don't care what it takes! Now bring it, you"
Beat,"Look out, yo! One more punch and you gone! Hand over the pin an' I "
Uzuki,AAAaaaAAAAAAaaaRRRRRRrrrRRRrrrGGGGgggGGH!!! Take your mercy and shove
Neku,Hey! Enough is--
Uzuki,I WANT MY PROMOTION! I'm not shooting for any Miss Nice awards!
Kariya,"Aw, now girl... "
Uzuki,!
Kariya,Face the facts. They got you whupped.
Uzuki,"Oh, be quiet! You can underachieve all you want. But I want to move "
Kariya,"Up, up, up, and then what?"
Uzuki,Well... I-I-I--
Kariya,Don't know? Then don't bother. Shooting for nothing sounds crazy to 
Uzuki,Then what about you! Why'd you turn your promotion down?
Kariya,......
Uzuki,"Yeah, I know about it. They were gonna make you an officer. And you"
Kariya,...... Being an officer sucks. Why join the brass and strut around
Uzuki,......
Kariya,"'Sides, if I join the officers, how am I gonna sucker you into buyin'"
Uzuki,...Jerk. ...... Well... I guess I can stay in the audience a bit 
Kariya,"Yeah, girl. Stop and smell those concrete roses. Now then. Sorry to"
Beat,"A Lv. 3 keypin? Yo, you can keep this. Gimme Rhyme!"
Kariya,No can do. I haven't had my fun yet.
Beat,Quit screwin' with us!
Kariya,"Um, villain? Screwin' with you is my job. But you have my word. Beat "
Neku,You swear this time?
Kariya,"On my life. ...Wait, that doesn't work. Anyway, I won't be pulling "
Beat,"Dammit, fine. What's your game?"
Kariya,"You'll love it, Freshmeat. All you have to do... is beat me."
left,The Composer. Chapter Closed]
Neku,...Where am I? (The underpass by Miyashita park... That's an unusual
Beat,......
Neku,(What's he doing over there?)
Neku,Urrrf! A wall. (Beat's got the keypin...)
Beat,......
Neku,Hey.
Beat,! WAAAH! You up already?
Neku,"So it seems. Weird place to start the day, huh?"
Beat,......
Neku,Right?
Beat,"Huh? Oh, yeah, yeah."
Neku,(Speaking of weird... What's gotten into him?)
Beat,AAAAAAIIIGHT!
Neku,"Whoa, what was that for?"
Beat,"Time to give Lollipop a lickin' and get Rhyme back, yo!"
Neku,"Yeah... You said it. From the way Lollipop-- wait, Kariya, was it? The"
Beat,"Yeah, jus' be ready, Phones. Lollipop's one tough customer."
Neku,"Oh, come on. He's just another Reaper. I've already beat two Game"
Beat,"Naw, man, Kariya's skills put the brass to shame. He's only a small fry"
Neku,"Yeah, they were talking about that."
Beat,"Trus' me, he ain't' gonna mess up like Pinky did, yo."
Neku,"...... Wait, are YOU worrying about ME?"
Beat,Huh!?
Neku,Who are you and what have you done with Beat?
Beat,"N-naw, man! I was jus' sayin' we gotta be vegetant! We after the"
Neku,Vigilant. And is the Composer that strong?
Beat,"He's gotta be, right? How else he gonna keep sly punks like Shades in"
Neku,It won't be that easy.
